Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,43.625,41.0,42.375,42.9375,1734000.0,38.578826904296875
2000-01-04,43.1875,41.0,42.5,41.5,1571900.0,37.287235260009766
2000-01-05,43.25,41.375,41.875,42.4375,2239400.0,38.129581451416016
2000-01-06,47.3125,42.4375,42.5,47.25,4630500.0,42.45355224609375
2000-01-07,47.5,44.25,47.25,47.5,3532800.0,42.67816925048828
2000-01-10,47.4375,45.75,47.4375,46.5,1437300.0,41.779685974121094
2000-01-11,46.5625,45.5,45.9375,45.625,1055100.0,40.993507385253906
2000-01-12,45.4375,44.125,44.875,45.25,1050900.0,40.65657424926758
2000-01-13,47.875,45.75,46.625,47.0,1900200.0,42.22893524169922
2000-01-14,47.9375,45.6875,47.1875,46.5625,1291100.0,41.835845947265625
2000-01-18,46.375,43.125,46.0,44.1875,2412200.0,39.701942443847656
2000-01-19,45.875,43.8125,43.9375,44.25,1876500.0,39.75810241699219
2000-01-20,43.625,41.8125,42.875,42.5,2111300.0,38.18572998046875
2000-01-21,42.3125,41.0,42.3125,41.75,2363300.0,37.511871337890625
2000-01-24,41.75,40.25,41.6875,41.0,1742000.0,36.8380012512207
2000-01-25,41.3125,40.25,40.875,40.25,1686500.0,36.16413116455078
2000-01-26,42.625,40.0625,40.3125,42.375,2031900.0,38.07343673706055
2000-01-27,42.3125,40.125,41.375,40.75,1519900.0,36.613380432128906
2000-01-28,40.25,38.25,40.0625,38.6875,1970600.0,34.760250091552734
2000-01-31,39.5625,38.0625,38.4375,39.5625,1489600.0,35.54642868041992
2000-02-01,39.4375,37.9375,39.0625,38.9375,1677800.0,34.9848747253418
2000-02-02,39.125,38.0,39.0,38.5625,1539000.0,34.64794921875
2000-02-03,40.1875,38.25,38.9375,39.5,1491500.0,35.490272521972656
2000-02-04,40.1875,38.9375,39.625,39.1875,911100.0,35.20951461791992
2000-02-07,39.9375,38.75,39.25,39.1875,1038600.0,35.20951461791992
2000-02-08,39.9375,39.1875,39.1875,39.6875,1054400.0,35.65873336791992
