Quarter end,symbol,company,sector
2008-03-31,RE,"Everest Re Group, Ltd.",Financial
2007-12-31,RE,"Everest Re Group, Ltd.",Financial
2007-09-30,RE,"Everest Re Group, Ltd.",Financial
2007-06-30,RE,"Everest Re Group, Ltd.",Financial
2007-03-31,RE,"Everest Re Group, Ltd.",Financial
2006-12-31,RE,"Everest Re Group, Ltd.",Financial
2006-09-30,RE,"Everest Re Group, Ltd.",Financial
2006-06-30,RE,"Everest Re Group, Ltd.",Financial
2006-03-31,RE,"Everest Re Group, Ltd.",Financial
2005-12-31,RE,"Everest Re Group, Ltd.",Financial
2005-09-30,RE,"Everest Re Group, Ltd.",Financial
2005-06-30,RE,"Everest Re Group, Ltd.",Financial
2005-03-31,RE,"Everest Re Group, Ltd.",Financial
2004-12-31,RE,"Everest Re Group, Ltd.",Financial
2004-09-30,RE,"Everest Re Group, Ltd.",Financial
2004-06-30,RE,"Everest Re Group, Ltd.",Financial
2004-03-31,RE,"Everest Re Group, Ltd.",Financial
2003-12-31,RE,"Everest Re Group, Ltd.",Financial
2003-09-30,RE,"Everest Re Group, Ltd.",Financial
2003-06-30,RE,"Everest Re Group, Ltd.",Financial
2003-03-31,RE,"Everest Re Group, Ltd.",Financial
2002-12-31,RE,"Everest Re Group, Ltd.",Financial
2002-09-30,RE,"Everest Re Group, Ltd.",Financial
2002-06-30,RE,"Everest Re Group, Ltd.",Financial
2002-03-31,RE,"Everest Re Group, Ltd.",Financial
2001-12-31,RE,"Everest Re Group, Ltd.",Financial
2001-09-30,RE,"Everest Re Group, Ltd.",Financial
2001-06-30,RE,"Everest Re Group, Ltd.",Financial
2001-03-31,RE,"Everest Re Group, Ltd.",Financial
2000-12-31,RE,"Everest Re Group, Ltd.",Financial
2000-09-30,RE,"Everest Re Group, Ltd.",Financial
2000-06-30,RE,"Everest Re Group, Ltd.",Financial
2000-03-31,RE,"Everest Re Group, Ltd.",Financial
2019-03-31,REG,Regency Centers Corporation,Financial
2018-12-31,REG,Regency Centers Corporation,Financial
2018-09-30,REG,Regency Centers Corporation,Financial
2018-06-30,REG,Regency Centers Corporation,Financial
2018-03-31,REG,Regency Centers Corporation,Financial
2017-12-31,REG,Regency Centers Corporation,Financial
2017-09-30,REG,Regency Centers Corporation,Financial
2017-06-30,REG,Regency Centers Corporation,Financial
2017-03-31,REG,Regency Centers Corporation,Financial
2016-12-31,REG,Regency Centers Corporation,Financial
2016-09-30,REG,Regency Centers Corporation,Financial
2016-06-30,REG,Regency Centers Corporation,Financial
2016-03-31,REG,Regency Centers Corporation,Financial
2015-12-31,REG,Regency Centers Corporation,Financial
2015-09-30,REG,Regency Centers Corporation,Financial
2015-06-30,REG,Regency Centers Corporation,Financial
2015-03-31,REG,Regency Centers Corporation,Financial
2014-12-31,REG,Regency Centers Corporation,Financial
2014-09-30,REG,Regency Centers Corporation,Financial
2014-06-30,REG,Regency Centers Corporation,Financial
2014-03-31,REG,Regency Centers Corporation,Financial
2013-12-31,REG,Regency Centers Corporation,Financial
2013-09-30,REG,Regency Centers Corporation,Financial
2013-06-30,REG,Regency Centers Corporation,Financial
2013-03-31,REG,Regency Centers Corporation,Financial
2012-12-31,REG,Regency Centers Corporation,Financial
2012-09-30,REG,Regency Centers Corporation,Financial
2012-06-30,REG,Regency Centers Corporation,Financial
2012-03-31,REG,Regency Centers Corporation,Financial
2011-12-31,REG,Regency Centers Corporation,Financial
2011-09-30,REG,Regency Centers Corporation,Financial
2011-06-30,REG,Regency Centers Corporation,Financial
2011-03-31,REG,Regency Centers Corporation,Financial
2010-12-31,REG,Regency Centers Corporation,Financial
2010-09-30,REG,Regency Centers Corporation,Financial
2010-06-30,REG,Regency Centers Corporation,Financial
2010-03-31,REG,Regency Centers Corporation,Financial
2009-12-31,REG,Regency Centers Corporation,Financial
2009-09-30,REG,Regency Centers Corporation,Financial
2009-06-30,REG,Regency Centers Corporation,Financial
2009-03-31,REG,Regency Centers Corporation,Financial
2008-12-31,REG,Regency Centers Corporation,Financial
2008-09-30,REG,Regency Centers Corporation,Financial
2008-06-30,REG,Regency Centers Corporation,Financial
2008-03-31,REG,Regency Centers Corporation,Financial
2007-12-31,REG,Regency Centers Corporation,Financial
2007-09-30,REG,Regency Centers Corporation,Financial
2007-06-30,REG,Regency Centers Corporation,Financial
2007-03-31,REG,Regency Centers Corporation,Financial
2006-12-31,REG,Regency Centers Corporation,Financial
2006-09-30,REG,Regency Centers Corporation,Financial
2006-06-30,REG,Regency Centers Corporation,Financial
2006-03-31,REG,Regency Centers Corporation,Financial
2005-12-31,REG,Regency Centers Corporation,Financial
2005-09-30,REG,Regency Centers Corporation,Financial
2005-06-30,REG,Regency Centers Corporation,Financial
2005-03-31,REG,Regency Centers Corporation,Financial
2004-12-31,REG,Regency Centers Corporation,Financial
2004-09-30,REG,Regency Centers Corporation,Financial
2004-06-30,REG,Regency Centers Corporation,Financial
2004-03-31,REG,Regency Centers Corporation,Financial
2003-12-31,REG,Regency Centers Corporation,Financial
2003-09-30,REG,Regency Centers Corporation,Financial
2003-06-30,REG,Regency Centers Corporation,Financial
2003-03-31,REG,Regency Centers Corporation,Financial
2002-12-31,REG,Regency Centers Corporation,Financial
2002-09-30,REG,Regency Centers Corporation,Financial
2002-06-30,REG,Regency Centers Corporation,Financial
2002-03-31,REG,Regency Centers Corporation,Financial
2001-12-31,REG,Regency Centers Corporation,Financial
2001-09-30,REG,Regency Centers Corporation,Financial
2001-06-30,REG,Regency Centers Corporation,Financial
2001-03-31,REG,Regency Centers Corporation,Financial
2000-12-31,REG,Regency Centers Corporation,Financial
2000-09-30,REG,Regency Centers Corporation,Financial
2000-06-30,REG,Regency Centers Corporation,Financial
2000-03-31,REG,Regency Centers Corporation,Financial
2019-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2018-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2018-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2018-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2018-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2017-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2017-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2017-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2017-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2016-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2016-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2016-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2016-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2015-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2015-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2015-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2015-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2014-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2014-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2014-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2014-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2013-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2013-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2013-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2013-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2012-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2012-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2012-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2012-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2011-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2011-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2011-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2011-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2010-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2010-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2010-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2010-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2009-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2009-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2009-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2009-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2008-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2008-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2008-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2008-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2007-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2007-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2007-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2007-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2006-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2006-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2006-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2006-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2005-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2005-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2005-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2005-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2004-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2004-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2004-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2004-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2003-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2003-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2003-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2003-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2002-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2002-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2002-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2002-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2001-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2001-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2001-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2001-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2000-12-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2000-09-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2000-06-30,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2000-03-31,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare
2019-03-31,RF,Regions Financial Corporation,Financial
2018-12-31,RF,Regions Financial Corporation,Financial
2018-09-30,RF,Regions Financial Corporation,Financial
2018-06-30,RF,Regions Financial Corporation,Financial
2018-03-31,RF,Regions Financial Corporation,Financial
2017-12-31,RF,Regions Financial Corporation,Financial
2017-09-30,RF,Regions Financial Corporation,Financial
2017-06-30,RF,Regions Financial Corporation,Financial
2017-03-31,RF,Regions Financial Corporation,Financial
2016-12-31,RF,Regions Financial Corporation,Financial
2016-09-30,RF,Regions Financial Corporation,Financial
2016-06-30,RF,Regions Financial Corporation,Financial
2016-03-31,RF,Regions Financial Corporation,Financial
2015-12-31,RF,Regions Financial Corporation,Financial
2015-09-30,RF,Regions Financial Corporation,Financial
2015-06-30,RF,Regions Financial Corporation,Financial
2015-03-31,RF,Regions Financial Corporation,Financial
2014-12-31,RF,Regions Financial Corporation,Financial
2014-09-30,RF,Regions Financial Corporation,Financial
2014-06-30,RF,Regions Financial Corporation,Financial
2014-03-31,RF,Regions Financial Corporation,Financial
2013-12-31,RF,Regions Financial Corporation,Financial
2013-09-30,RF,Regions Financial Corporation,Financial
2013-06-30,RF,Regions Financial Corporation,Financial
2013-03-31,RF,Regions Financial Corporation,Financial
2012-12-31,RF,Regions Financial Corporation,Financial
2012-09-30,RF,Regions Financial Corporation,Financial
2012-06-30,RF,Regions Financial Corporation,Financial
2012-03-31,RF,Regions Financial Corporation,Financial
2011-12-31,RF,Regions Financial Corporation,Financial
2011-09-30,RF,Regions Financial Corporation,Financial
2011-06-30,RF,Regions Financial Corporation,Financial
2011-03-31,RF,Regions Financial Corporation,Financial
2010-12-31,RF,Regions Financial Corporation,Financial
2010-09-30,RF,Regions Financial Corporation,Financial
2010-06-30,RF,Regions Financial Corporation,Financial
2010-03-31,RF,Regions Financial Corporation,Financial
2009-12-31,RF,Regions Financial Corporation,Financial
2009-09-30,RF,Regions Financial Corporation,Financial
2009-06-30,RF,Regions Financial Corporation,Financial
2009-03-31,RF,Regions Financial Corporation,Financial
2008-12-31,RF,Regions Financial Corporation,Financial
2008-09-30,RF,Regions Financial Corporation,Financial
2008-06-30,RF,Regions Financial Corporation,Financial
2008-03-31,RF,Regions Financial Corporation,Financial
2007-12-31,RF,Regions Financial Corporation,Financial
2007-09-30,RF,Regions Financial Corporation,Financial
2007-06-30,RF,Regions Financial Corporation,Financial
2007-03-31,RF,Regions Financial Corporation,Financial
2006-12-31,RF,Regions Financial Corporation,Financial
2006-09-30,RF,Regions Financial Corporation,Financial
2006-06-30,RF,Regions Financial Corporation,Financial
2006-03-31,RF,Regions Financial Corporation,Financial
2005-12-31,RF,Regions Financial Corporation,Financial
2005-09-30,RF,Regions Financial Corporation,Financial
2005-06-30,RF,Regions Financial Corporation,Financial
2005-03-31,RF,Regions Financial Corporation,Financial
2004-12-31,RF,Regions Financial Corporation,Financial
2004-09-30,RF,Regions Financial Corporation,Financial
2004-06-30,RF,Regions Financial Corporation,Financial
2019-06-30,RHI,Robert Half International Inc.,Services
2019-03-31,RHI,Robert Half International Inc.,Services
2018-12-31,RHI,Robert Half International Inc.,Services
2018-09-30,RHI,Robert Half International Inc.,Services
2018-06-30,RHI,Robert Half International Inc.,Services
2018-03-31,RHI,Robert Half International Inc.,Services
2017-12-31,RHI,Robert Half International Inc.,Services
2017-09-30,RHI,Robert Half International Inc.,Services
2017-06-30,RHI,Robert Half International Inc.,Services
2017-03-31,RHI,Robert Half International Inc.,Services
2016-12-31,RHI,Robert Half International Inc.,Services
2016-09-30,RHI,Robert Half International Inc.,Services
2016-06-30,RHI,Robert Half International Inc.,Services
2016-03-31,RHI,Robert Half International Inc.,Services
2015-12-31,RHI,Robert Half International Inc.,Services
2015-09-30,RHI,Robert Half International Inc.,Services
2015-06-30,RHI,Robert Half International Inc.,Services
2015-03-31,RHI,Robert Half International Inc.,Services
2014-12-31,RHI,Robert Half International Inc.,Services
2014-09-30,RHI,Robert Half International Inc.,Services
2014-06-30,RHI,Robert Half International Inc.,Services
2014-03-31,RHI,Robert Half International Inc.,Services
2013-12-31,RHI,Robert Half International Inc.,Services
2013-09-30,RHI,Robert Half International Inc.,Services
2013-06-30,RHI,Robert Half International Inc.,Services
2013-03-31,RHI,Robert Half International Inc.,Services
2012-12-31,RHI,Robert Half International Inc.,Services
2012-09-30,RHI,Robert Half International Inc.,Services
2012-06-30,RHI,Robert Half International Inc.,Services
2012-03-31,RHI,Robert Half International Inc.,Services
2011-12-31,RHI,Robert Half International Inc.,Services
2011-09-30,RHI,Robert Half International Inc.,Services
2011-06-30,RHI,Robert Half International Inc.,Services
2011-03-31,RHI,Robert Half International Inc.,Services
2010-12-31,RHI,Robert Half International Inc.,Services
2010-09-30,RHI,Robert Half International Inc.,Services
2010-06-30,RHI,Robert Half International Inc.,Services
2010-03-31,RHI,Robert Half International Inc.,Services
2009-12-31,RHI,Robert Half International Inc.,Services
2009-09-30,RHI,Robert Half International Inc.,Services
2009-06-30,RHI,Robert Half International Inc.,Services
2009-03-31,RHI,Robert Half International Inc.,Services
2008-12-31,RHI,Robert Half International Inc.,Services
2008-09-30,RHI,Robert Half International Inc.,Services
2008-06-30,RHI,Robert Half International Inc.,Services
2008-03-31,RHI,Robert Half International Inc.,Services
2007-12-31,RHI,Robert Half International Inc.,Services
2007-09-30,RHI,Robert Half International Inc.,Services
2007-06-30,RHI,Robert Half International Inc.,Services
2007-03-31,RHI,Robert Half International Inc.,Services
2006-12-31,RHI,Robert Half International Inc.,Services
2006-09-30,RHI,Robert Half International Inc.,Services
2006-06-30,RHI,Robert Half International Inc.,Services
2006-03-31,RHI,Robert Half International Inc.,Services
2005-12-31,RHI,Robert Half International Inc.,Services
2005-09-30,RHI,Robert Half International Inc.,Services
2005-06-30,RHI,Robert Half International Inc.,Services
2005-03-31,RHI,Robert Half International Inc.,Services
2004-12-31,RHI,Robert Half International Inc.,Services
2004-09-30,RHI,Robert Half International Inc.,Services
2004-06-30,RHI,Robert Half International Inc.,Services
2004-03-31,RHI,Robert Half International Inc.,Services
2003-12-31,RHI,Robert Half International Inc.,Services
2003-09-30,RHI,Robert Half International Inc.,Services
2003-06-30,RHI,Robert Half International Inc.,Services
2003-03-31,RHI,Robert Half International Inc.,Services
2002-12-31,RHI,Robert Half International Inc.,Services
2002-09-30,RHI,Robert Half International Inc.,Services
2002-06-30,RHI,Robert Half International Inc.,Services
2002-03-31,RHI,Robert Half International Inc.,Services
2001-12-31,RHI,Robert Half International Inc.,Services
2001-09-30,RHI,Robert Half International Inc.,Services
2001-06-30,RHI,Robert Half International Inc.,Services
2001-03-31,RHI,Robert Half International Inc.,Services
2000-12-31,RHI,Robert Half International Inc.,Services
2000-09-30,RHI,Robert Half International Inc.,Services
2000-06-30,RHI,Robert Half International Inc.,Services
2000-03-31,RHI,Robert Half International Inc.,Services
2019-06-30,RIG,Transocean Ltd.,Basic Materials
2019-03-31,RIG,Transocean Ltd.,Basic Materials
2018-12-31,RIG,Transocean Ltd.,Basic Materials
2018-09-30,RIG,Transocean Ltd.,Basic Materials
2018-06-30,RIG,Transocean Ltd.,Basic Materials
2018-03-31,RIG,Transocean Ltd.,Basic Materials
2017-12-31,RIG,Transocean Ltd.,Basic Materials
2017-09-30,RIG,Transocean Ltd.,Basic Materials
2017-06-30,RIG,Transocean Ltd.,Basic Materials
2017-03-31,RIG,Transocean Ltd.,Basic Materials
2016-12-31,RIG,Transocean Ltd.,Basic Materials
2016-09-30,RIG,Transocean Ltd.,Basic Materials
2016-06-30,RIG,Transocean Ltd.,Basic Materials
2016-03-31,RIG,Transocean Ltd.,Basic Materials
2015-12-31,RIG,Transocean Ltd.,Basic Materials
2015-09-30,RIG,Transocean Ltd.,Basic Materials
2015-06-30,RIG,Transocean Ltd.,Basic Materials
2015-03-31,RIG,Transocean Ltd.,Basic Materials
2014-12-31,RIG,Transocean Ltd.,Basic Materials
2014-09-30,RIG,Transocean Ltd.,Basic Materials
2014-06-30,RIG,Transocean Ltd.,Basic Materials
2014-03-31,RIG,Transocean Ltd.,Basic Materials
2013-12-31,RIG,Transocean Ltd.,Basic Materials
2013-09-30,RIG,Transocean Ltd.,Basic Materials
2013-06-30,RIG,Transocean Ltd.,Basic Materials
2013-03-31,RIG,Transocean Ltd.,Basic Materials
2012-12-31,RIG,Transocean Ltd.,Basic Materials
2012-09-30,RIG,Transocean Ltd.,Basic Materials
2012-06-30,RIG,Transocean Ltd.,Basic Materials
2012-03-31,RIG,Transocean Ltd.,Basic Materials
2011-12-31,RIG,Transocean Ltd.,Basic Materials
2011-09-30,RIG,Transocean Ltd.,Basic Materials
2011-06-30,RIG,Transocean Ltd.,Basic Materials
2011-03-31,RIG,Transocean Ltd.,Basic Materials
2010-12-31,RIG,Transocean Ltd.,Basic Materials
2010-09-30,RIG,Transocean Ltd.,Basic Materials
2010-06-30,RIG,Transocean Ltd.,Basic Materials
2010-03-31,RIG,Transocean Ltd.,Basic Materials
2009-12-31,RIG,Transocean Ltd.,Basic Materials
2009-09-30,RIG,Transocean Ltd.,Basic Materials
2009-06-30,RIG,Transocean Ltd.,Basic Materials
2009-03-31,RIG,Transocean Ltd.,Basic Materials
2008-12-31,RIG,Transocean Ltd.,Basic Materials
2008-09-30,RIG,Transocean Ltd.,Basic Materials
2008-06-30,RIG,Transocean Ltd.,Basic Materials
2008-03-31,RIG,Transocean Ltd.,Basic Materials
2007-12-31,RIG,Transocean Ltd.,Basic Materials
2007-09-30,RIG,Transocean Ltd.,Basic Materials
2007-06-30,RIG,Transocean Ltd.,Basic Materials
2007-03-31,RIG,Transocean Ltd.,Basic Materials
2006-12-31,RIG,Transocean Ltd.,Basic Materials
2006-09-30,RIG,Transocean Ltd.,Basic Materials
2006-06-30,RIG,Transocean Ltd.,Basic Materials
2006-03-31,RIG,Transocean Ltd.,Basic Materials
2005-12-31,RIG,Transocean Ltd.,Basic Materials
2005-09-30,RIG,Transocean Ltd.,Basic Materials
2005-06-30,RIG,Transocean Ltd.,Basic Materials
2005-03-31,RIG,Transocean Ltd.,Basic Materials
2004-12-31,RIG,Transocean Ltd.,Basic Materials
2004-09-30,RIG,Transocean Ltd.,Basic Materials
2004-06-30,RIG,Transocean Ltd.,Basic Materials
2004-03-31,RIG,Transocean Ltd.,Basic Materials
2003-12-31,RIG,Transocean Ltd.,Basic Materials
2003-09-30,RIG,Transocean Ltd.,Basic Materials
2003-06-30,RIG,Transocean Ltd.,Basic Materials
2003-03-31,RIG,Transocean Ltd.,Basic Materials
2002-12-31,RIG,Transocean Ltd.,Basic Materials
2002-09-30,RIG,Transocean Ltd.,Basic Materials
2002-06-30,RIG,Transocean Ltd.,Basic Materials
2002-03-31,RIG,Transocean Ltd.,Basic Materials
2001-12-31,RIG,Transocean Ltd.,Basic Materials
2001-09-30,RIG,Transocean Ltd.,Basic Materials
2001-06-30,RIG,Transocean Ltd.,Basic Materials
2001-03-31,RIG,Transocean Ltd.,Basic Materials
2000-12-31,RIG,Transocean Ltd.,Basic Materials
2000-09-30,RIG,Transocean Ltd.,Basic Materials
2000-06-30,RIG,Transocean Ltd.,Basic Materials
2000-03-31,RIG,Transocean Ltd.,Basic Materials
2019-03-31,RJF,"Raymond James Financial, Inc.",Financial
2018-12-31,RJF,"Raymond James Financial, Inc.",Financial
2018-09-30,RJF,"Raymond James Financial, Inc.",Financial
2018-06-30,RJF,"Raymond James Financial, Inc.",Financial
2018-03-31,RJF,"Raymond James Financial, Inc.",Financial
2017-12-31,RJF,"Raymond James Financial, Inc.",Financial
2017-09-30,RJF,"Raymond James Financial, Inc.",Financial
2017-06-30,RJF,"Raymond James Financial, Inc.",Financial
2017-03-31,RJF,"Raymond James Financial, Inc.",Financial
2016-12-31,RJF,"Raymond James Financial, Inc.",Financial
2016-09-30,RJF,"Raymond James Financial, Inc.",Financial
2016-06-30,RJF,"Raymond James Financial, Inc.",Financial
2016-03-31,RJF,"Raymond James Financial, Inc.",Financial
2015-12-31,RJF,"Raymond James Financial, Inc.",Financial
2015-09-30,RJF,"Raymond James Financial, Inc.",Financial
2015-06-30,RJF,"Raymond James Financial, Inc.",Financial
2015-03-31,RJF,"Raymond James Financial, Inc.",Financial
2014-12-31,RJF,"Raymond James Financial, Inc.",Financial
2014-09-30,RJF,"Raymond James Financial, Inc.",Financial
2014-06-30,RJF,"Raymond James Financial, Inc.",Financial
2014-03-31,RJF,"Raymond James Financial, Inc.",Financial
2013-12-31,RJF,"Raymond James Financial, Inc.",Financial
2013-09-30,RJF,"Raymond James Financial, Inc.",Financial
2013-06-30,RJF,"Raymond James Financial, Inc.",Financial
2013-03-31,RJF,"Raymond James Financial, Inc.",Financial
2012-12-31,RJF,"Raymond James Financial, Inc.",Financial
2012-09-30,RJF,"Raymond James Financial, Inc.",Financial
2012-06-30,RJF,"Raymond James Financial, Inc.",Financial
2012-03-31,RJF,"Raymond James Financial, Inc.",Financial
2011-12-31,RJF,"Raymond James Financial, Inc.",Financial
2011-09-30,RJF,"Raymond James Financial, Inc.",Financial
2011-06-30,RJF,"Raymond James Financial, Inc.",Financial
2011-03-31,RJF,"Raymond James Financial, Inc.",Financial
2010-12-31,RJF,"Raymond James Financial, Inc.",Financial
2010-09-30,RJF,"Raymond James Financial, Inc.",Financial
2010-06-30,RJF,"Raymond James Financial, Inc.",Financial
2010-03-31,RJF,"Raymond James Financial, Inc.",Financial
2009-12-31,RJF,"Raymond James Financial, Inc.",Financial
2009-09-30,RJF,"Raymond James Financial, Inc.",Financial
2009-06-30,RJF,"Raymond James Financial, Inc.",Financial
2009-03-31,RJF,"Raymond James Financial, Inc.",Financial
2008-12-31,RJF,"Raymond James Financial, Inc.",Financial
2008-09-30,RJF,"Raymond James Financial, Inc.",Financial
2008-06-30,RJF,"Raymond James Financial, Inc.",Financial
2008-03-31,RJF,"Raymond James Financial, Inc.",Financial
2007-12-31,RJF,"Raymond James Financial, Inc.",Financial
2007-09-30,RJF,"Raymond James Financial, Inc.",Financial
2007-06-30,RJF,"Raymond James Financial, Inc.",Financial
2007-03-31,RJF,"Raymond James Financial, Inc.",Financial
2006-12-31,RJF,"Raymond James Financial, Inc.",Financial
2006-09-30,RJF,"Raymond James Financial, Inc.",Financial
2006-06-30,RJF,"Raymond James Financial, Inc.",Financial
2006-03-31,RJF,"Raymond James Financial, Inc.",Financial
2005-12-31,RJF,"Raymond James Financial, Inc.",Financial
2005-09-30,RJF,"Raymond James Financial, Inc.",Financial
2005-06-24,RJF,"Raymond James Financial, Inc.",Financial
2005-03-24,RJF,"Raymond James Financial, Inc.",Financial
2004-12-31,RJF,"Raymond James Financial, Inc.",Financial
2004-09-24,RJF,"Raymond James Financial, Inc.",Financial
2004-06-25,RJF,"Raymond James Financial, Inc.",Financial
2004-03-26,RJF,"Raymond James Financial, Inc.",Financial
2003-12-26,RJF,"Raymond James Financial, Inc.",Financial
2003-09-26,RJF,"Raymond James Financial, Inc.",Financial
2003-06-27,RJF,"Raymond James Financial, Inc.",Financial
2003-03-28,RJF,"Raymond James Financial, Inc.",Financial
2002-12-27,RJF,"Raymond James Financial, Inc.",Financial
2002-09-27,RJF,"Raymond James Financial, Inc.",Financial
2002-06-28,RJF,"Raymond James Financial, Inc.",Financial
2002-03-28,RJF,"Raymond James Financial, Inc.",Financial
2001-12-28,RJF,"Raymond James Financial, Inc.",Financial
2001-09-28,RJF,"Raymond James Financial, Inc.",Financial
2001-06-29,RJF,"Raymond James Financial, Inc.",Financial
2001-03-30,RJF,"Raymond James Financial, Inc.",Financial
2000-12-29,RJF,"Raymond James Financial, Inc.",Financial
2000-09-29,RJF,"Raymond James Financial, Inc.",Financial
2000-06-30,RJF,"Raymond James Financial, Inc.",Financial
2000-03-31,RJF,"Raymond James Financial, Inc.",Financial
2019-06-29,RL,Ralph Lauren Corporation,Consumer Goods
2019-03-30,RL,Ralph Lauren Corporation,Consumer Goods
2018-12-29,RL,Ralph Lauren Corporation,Consumer Goods
2018-09-29,RL,Ralph Lauren Corporation,Consumer Goods
2018-06-30,RL,Ralph Lauren Corporation,Consumer Goods
2018-03-31,RL,Ralph Lauren Corporation,Consumer Goods
2017-12-30,RL,Ralph Lauren Corporation,Consumer Goods
