0
A
ABMD
ACC
ACIW
ACM
ADBE
ADS
ADSK
ADT
AES
AGN
AIG
AIV
AKAM
AKRX
ALEX
ALGN
ALLE
ALTR
ALXN
AMAT
AMD
AMG
AMSC
AMT
AMZN
ANF
ANSS
ARE
ARRS
ATVI
AVGO
AVP
BHF
BIIB
BSX
BTU
BXP
CBOE
CBS
CCI
CCU
CDNS
CELG
CERN
CHRW
CIEN
CLF
CME
CMG
CMS
COG
COST
COTY
CRM
CTSH
CTXS
CXO
DAL
DELL
DISH
DLR
ECL
EL
ENDP
EQIX
ESS
ETFC
EW
EXPE
EXR
FAST
FB
FBHS
FDS
FFIV
FHN
FIS
FRT
FSLR
GCI
GILD
GNW
GOOG
GPN
GRA
GT
HAL
HBI
HOLX
HPE
HST
IDXX
ILMN
INCY
INFO
INTU
IRM
ISRG
IT
JBL
JCP
JNPR
KHC
KMI
LIFE
LRCX
LSI
MA
MAA
MAC
MAS
MBI
MCHP
MDT
MED
MGM
MLM
MNST
MSFT
MTW
MU
NAV
NBR
NEM
NFLX
NLSN
NTAP
NVDA
NWL
NYT
O
OFLX
OI
PAYX
PFIE
PKI
PLD
PRGO
PSA
PYPL
QRVO
RAD
REG
REGN
RHI
RIG
RMD
ROP
RRC
RRD
S
SAM
SANM
SBAC
SBUX
SCHW
SEE
SLB
SNPS
SPG
SRCL
SSP
SYK
SYMC
TDC
TDG
TER
THC
TMO
TRIP
TSLA
TSS
TWTR
UA
UAL
UDR
ULTA
URI
V
VIVO
VMC
VNO
VRSK
VRSN
VRTX
VTR
WEN
WIN
WMB
WPX
WRK
WY
WYNN
XYL
