0
AAN
AAP
AAPL
ABBV
ABC
ABT
ACN
ADI
ADM
ADP
AEE
AEO
AEP
AFG
AFL
AGCO
AIZ
AJG
ALB
ALK
ALL
AMCX
AME
AMGN
AMP
AN
AOS
APA
APD
APH
AA
ARW
ASH
ATI
AVB
AVY
AWK
AXP
AYI
AZO
BA
BAC
BAX
BBBY
BBT
BBY
BC
BDX
BEN
BIG
BK
BKE
BLK
BLL
BMY
BUD
BWA
C
CAG
CAH
CAT
CB
CCL
CF
CFG
CHD
CHK
CI
CINF
CIT
CL
CLX
CMA
CMI
CNC
CNO
CNP
CNX
COF
COO
COP
CPB
CR
CRVL
CSCO
CSX
CTAS
CTL
CVS
CVX
D
DCI
DD
DDS
DE
DF
DFS
DG
DGX
DHI
DHR
DIS
DLPH
DLTR
DNR
DO
DOV
DRE
DRI
DTE
DTV
DUK
DVA
DVN
DOW
EBAY
ED
EFX
EIX
EMN
EMR
EOG
EQ
EQR
EQT
ETN
ETR
EXC
EXPD
F
FCX
FDX
FE
FII
FISV
FITB
FL
FLIR
FLR
FLS
FMC
FOSL
NWS
FTI
FTV
GD
GE
GIS
GLAD
GLW
GM
GME
GPC
GPS
GRMN
GS
GWW
HAS
HBAN
HCA
HCP
HD
HES
HIBB
HIG
HLT
HOG
HON
HP
HPQ
HRB
HRL
HSIC
HSY
HUM
IBM
ICE
IFF
IGT
INTC
IP
IPG
IR
ITT
ITW
IVZ
JBHT
JCI
JEC
JNJ
JPM
JWN
K
KBH
KEY
KIM
KLAC
KMB
KMX
KO
KR
KSS
KSU
LEG
LEN
LH
LKQ
LLY
LM
LMT
LNC
LNT
LOW
LSTR
LUV
LYB
M
MAR
MAT
MCD
MCK
MCO
MDP
MET
MHK
MKC
MMC
MMM
MNK
MO
MOS
MPC
MRK
MRO
MS
MTB
MTD
MTG
MUR
MYL
NAVI
NBL
NCLH
NDAQ
NE
FPL
NI
NKE
NOC
NOV
NRG
NSC
NTRS
NUE
NUS
ODP
OKE
OMC
ORCL
ORLY
OXY
PBCT
PBI
PCAR
PCG
PDCO
PEG
PEP
PETS
PFE
PFG
PG
PGR
PH
PHM
PKG
PLL
PM
PNC
PNR
PNW
PPG
PPL
PRU
PSX
PVH
PWR
PXD
QCOM
R
RAVN
RCL
RE
RF
RJF
RL
ROK
ROST
RSG
RTN
SE
SHW
SIG
SJM
SLG
SLM
SNA
SO
SRE
STI
STT
STX
STZ
SUN
SWK
SWKS
SWN
SYF
SYY
T
TAP
TEL
TEX
TGT
TIF
TJX
TKR
TROW
TRV
TSCO
TSN
TXN
TXT
UG
UHS
UIS
UNH
UNM
UNP
UPS
URBN
USB
UTX
VAR
VFC
VIA
VLO
VZ
WAT
WB
WBA
WDC
WDR
WEC
WFC
WHR
WINA
WLTW
WM
WMT
WU
X
XEC
XEL
XLNX
XOM
XRAY
XRX
YUM
